Name,Professor_ID,Difficulty,Clarity,Grade
Heather Acosta, 18, 3, 1, 5
Samuel Douglas, 20, 4, 3, 5
Bradley Shaw, 41, 4, 5, 5
Shelly Conway, 12, 3, 1, 1
Laurie Davis, 11, 3, 3, 4
Anthony Odonnell, 2, 2, 2, 4
Abigail Miller, 22, 2, 5, 5
Christopher Peters, 19, 5, 3, 4
Amber George, 48, 5, 5, 4
Patrick Koch, 33, 1, 3, 1
Wesley Jensen, 45, 3, 1, 5
Natasha Rivera, 36, 2, 2, 1
Shannon Barrett, 8, 5, 5, 4
Sheena Cook, 32, 2, 2, 3
Tyler Hampton, 24, 2, 5, 5
James Moreno, 40, 4, 5, 4
Jamie Miller, 46, 3, 3, 3
Kathryn Taylor, 30, 3, 5, 1
Larry Hunt, 12, 1, 1, 2
Angela Clark, 36, 4, 2, 2
Lindsey Bishop, 11, 5, 4, 1
Jennifer Bell, 37, 2, 5, 2
Katherine Reed, 4, 4, 3, 5
Elizabeth Nguyen, 9, 4, 1, 4
Christopher Hart, 30, 4, 3, 4
Zachary Rogers, 24, 3, 5, 5
Lauren Munoz, 32, 4, 2, 4
Michelle Diaz, 39, 3, 3, 4
Janice Wolf, 41, 4, 5, 3
Matthew Gilbert, 28, 2, 3, 5
Tracy Brandt, 36, 5, 2, 5
Jonathan Hanna, 15, 5, 3, 4
Rebecca Nguyen, 14, 1, 4, 3
Sergio Carter, 3, 5, 1, 4
Michael Mann, 42, 1, 1, 5
Marc Miller, 37, 3, 2, 5
Bill Tran, 2, 5, 5, 4
Kelly Wells, 13, 1, 3, 3
Ronald Andrews, 36, 5, 2, 5
Frank Reynolds, 20, 2, 3, 2
Michele Chapman, 28, 4, 5, 5
Brittany Stone, 49, 2, 3, 2
Alice Coffey, 28, 5, 3, 4
Linda Travis, 39, 1, 4, 3
Lauren Rodriguez, 12, 4, 3, 5
Tonya Anderson, 31, 2, 5, 3
Casey Brewer, 6, 4, 4, 5
Jonathan Huang, 30, 3, 5, 3
John Bowers, 23, 2, 4, 5
Thomas Burch, 28, 2, 5, 2
Christina Chambers, 27, 1, 2, 2
Mark Reese, 30, 2, 3, 5
Kevin Thompson, 48, 1, 3, 3
Julie Mcfarland, 34, 2, 1, 5
Paul Boyd, 18, 2, 1, 1
Reginald Johnson, 12, 3, 3, 3
Gabriella Johnston, 1, 2, 3, 1
Nicole Stevenson, 30, 2, 4, 1
Rebecca Gross, 23, 1, 3, 3
Lawrence Mcclure, 41, 3, 3, 1
Christopher Summers, 24, 4, 4, 4
Alexandra Castaneda, 22, 1, 2, 1
Darrell Stone, 21, 3, 1, 2
Ashley Washington, 10, 2, 5, 3
Robert Anderson, 48, 3, 4, 5
James Shaw, 32, 2, 3, 5
Scott Nguyen, 19, 4, 5, 1
Heather Anderson, 22, 2, 4, 2
Paul Lane, 37, 2, 1, 4
Jennifer Howard, 33, 4, 2, 1
Paul Flores, 8, 4, 1, 1
Mikayla Finley, 37, 2, 1, 4
Joseph Martinez, 27, 1, 1, 1
Kevin Kelley, 13, 4, 5, 3
Sean Pierce, 49, 4, 5, 4
Mr. Kyle Schmidt, 45, 3, 4, 4
Heather Hayes, 23, 1, 2, 3
Crystal Nguyen, 24, 3, 4, 3
Randy Howard, 5, 3, 1, 5
Cindy West, 21, 3, 1, 5
Haley Hodges, 42, 5, 4, 1
Lauren Nelson, 50, 3, 3, 5
Joseph Kennedy, 37, 3, 1, 1
Andrew Fox, 19, 3, 3, 3
Manuel Fields, 10, 2, 4, 4
Allison Brown, 21, 5, 1, 5
Edward Valentine, 8, 2, 4, 3
Brandon Morales, 45, 1, 5, 2
Danielle Thompson, 13, 2, 5, 1
Donald Rodriguez, 50, 3, 3, 4
Christopher Turner, 41, 5, 2, 1
Alexander Obrien, 44, 4, 4, 1
Tony Martinez, 38, 3, 4, 4
James Jones, 18, 4, 4, 5
Jamie Davidson, 45, 5, 1, 5
Robert Alexander, 6, 5, 5, 3
John Rodriguez, 31, 2, 2, 1
Heather Kelley, 7, 1, 3, 3
Jorge Smith, 14, 1, 5, 3
Maria Nguyen, 37, 5, 5, 1
Todd Sanchez, 45, 1, 2, 4
Leonard Williamson, 9, 3, 5, 1
Mary Jones, 13, 4, 3, 3
Stephen Leonard, 5, 2, 3, 2
Kathleen Ward, 9, 2, 5, 1
Jacqueline Middleton, 9, 2, 1, 1
Michael Dean, 35, 2, 1, 2
Deborah Baker, 49, 5, 4, 3
Jonathon Fields, 31, 2, 2, 2
Cindy Smith, 17, 5, 2, 1
Kathy Wall, 13, 3, 2, 1
Erin Turner, 49, 2, 5, 5
Troy Lee, 44, 2, 5, 5
Nicole Hancock, 20, 4, 3, 5
Dr. Nicholas Moore, 9, 1, 4, 2
David Anderson, 33, 3, 1, 4
Samantha Hudson, 21, 4, 2, 1
Daniel Leblanc Jr., 23, 4, 2, 1
Franklin Brown, 35, 1, 1, 1
Christopher Delacruz, 31, 2, 4, 1
Ricky Morgan, 3, 5, 4, 3
Thomas Walter, 13, 5, 5, 1
Michael Green, 20, 1, 5, 4
Michelle Perez, 39, 3, 2, 1
Tiffany Rodriguez, 44, 3, 5, 5
Glen Richardson, 36, 2, 3, 4
Sarah Shields, 34, 1, 2, 1
Katherine Perez, 36, 4, 4, 2
Victor Edwards, 40, 2, 4, 2
Kari Lewis MD, 17, 5, 2, 5
Michelle Hill, 29, 4, 4, 5
Christine Elliott, 25, 1, 4, 4
Steven Taylor, 6, 3, 1, 4
Emily Hill, 21, 2, 3, 1
Robert Grimes, 9, 4, 4, 5
Pamela Miller, 39, 5, 5, 2
Craig Rodriguez, 32, 4, 2, 3
Alexander Reese, 14, 3, 1, 5
Timothy Perez, 5, 2, 3, 5
Bryan Erickson, 46, 1, 3, 4
Steven Monroe, 4, 2, 4, 5
David Cook, 44, 2, 5, 1
Renee Shepherd, 33, 4, 1, 4
Michael Cordova, 2, 4, 1, 1
Jack Martinez, 19, 2, 4, 1
Denise Brown, 48, 1, 3, 1
Kevin Hunter, 44, 1, 3, 4
Jessica Rodriguez, 46, 4, 1, 3
Christopher Everett, 47, 3, 5, 5
Devin Harris, 10, 1, 1, 3
Stephanie Andersen, 28, 1, 1, 2
Jamie Hardin, 8, 4, 5, 2
Mark Hoffman, 9, 5, 4, 1
Anthony White, 32, 2, 3, 1
Joshua Spence, 3, 1, 2, 1
Kristine Smith, 43, 3, 4, 2
Robert Phillips, 34, 3, 1, 2
Kristy Nelson, 42, 1, 2, 4
Michelle Chung, 49, 3, 1, 3
David Short, 25, 4, 5, 2
Pam Peters, 41, 2, 3, 4
Hannah Jones, 39, 2, 4, 4
Andrea Smith, 42, 2, 5, 4
Karen Allen, 40, 4, 2, 5
Devin Rush, 40, 5, 5, 2
Jimmy Hamilton, 14, 3, 4, 3
Dr. Joseph Ortega, 24, 5, 5, 5
Natasha Roberts, 18, 2, 1, 2
Donald Holt, 9, 5, 2, 3
Angela Reynolds, 49, 3, 1, 3
Carla Smith, 49, 5, 3, 2
Sheila Martinez, 31, 2, 2, 5
Rachel White, 16, 5, 4, 1
Joshua Mendoza, 23, 4, 2, 3
Cassandra Kelly, 1, 1, 1, 3
Erin Williamson, 11, 3, 2, 5
Terri Cooper, 47, 4, 3, 5
Bianca Jones, 15, 3, 3, 4
Madison Griffin, 6, 4, 2, 1
Tiffany Paul, 20, 2, 3, 2
James Rodriguez, 26, 3, 3, 4
Ashley Porter, 19, 5, 3, 4
Jacqueline Stevens, 24, 2, 4, 1
Christian Bernard Jr., 49, 4, 2, 3
Bonnie Wong, 6, 3, 2, 1
Matthew Medina, 19, 5, 5, 3
Dennis Robertson, 28, 1, 1, 5
Michele Evans, 22, 5, 3, 2
Jordan Morton, 30, 1, 1, 1
Jaime Hines, 13, 5, 3, 3
Tony Terry, 34, 2, 1, 3
Melissa Thornton, 14, 1, 3, 5
Jessica Melton, 34, 3, 4, 1
Rodney Martinez, 44, 4, 1, 5
Alyssa Williams, 49, 5, 2, 1
Anna Ingram, 2, 2, 5, 5
Angela Green, 15, 1, 1, 5
Jamie Bentley, 49, 1, 3, 2
Taylor Jackson, 26, 2, 2, 3
Jeremy Jones, 44, 1, 1, 4
Brandy Frank, 24, 4, 4, 4
Mark Schaefer, 22, 4, 5, 4
Deborah Smith, 29, 4, 3, 5
John Thomas, 24, 1, 2, 2
Valerie Jones, 29, 2, 3, 5
Kimberly Hampton, 22, 4, 2, 1
Matthew Foster, 29, 4, 4, 3
Daniel Gould, 10, 2, 2, 3
Justin Gonzalez, 11, 3, 3, 3
Megan Burton, 25, 3, 1, 3
Bailey Gibbs, 41, 2, 1, 3
Jacob Pena, 15, 4, 5, 1
Amy Kelly, 50, 1, 5, 3
Jared Benton, 4, 3, 2, 1
Kelly Howell, 11, 4, 1, 2
Raymond Williamson, 8, 4, 2, 1
Virginia Lane, 47, 3, 3, 2
Tammie Young, 41, 2, 3, 1
Patrick Mayo, 6, 3, 2, 1
Sarah Miller, 24, 5, 2, 3
Matthew Moore, 36, 2, 2, 4
Brian Garcia, 33, 5, 2, 2
Jesse Young, 48, 1, 2, 5
Cynthia Bell, 32, 5, 5, 3
Carrie Thomas, 37, 5, 4, 3
Joseph Johnson, 33, 2, 4, 3
Belinda Dunn, 47, 4, 3, 1
David Woods, 38, 4, 2, 4
Lisa King, 40, 3, 2, 4
Joel Moody, 46, 3, 4, 2
Carl Mckay, 7, 5, 3, 1
Jennifer Todd, 24, 1, 5, 4
Kenneth Davis, 14, 1, 5, 1
Brianna Miller, 17, 2, 2, 2
Candace Mcbride, 9, 5, 2, 1
Tiffany Barnes, 5, 2, 4, 4
Jennifer Wright, 3, 5, 5, 5
Kathryn Williams, 44, 1, 3, 3
Faith Phillips, 32, 5, 2, 4
Kyle Nelson, 35, 2, 2, 1
Matthew Knight, 49, 2, 2, 3
Nicolas Mack, 31, 2, 4, 4
Elizabeth Peters, 1, 1, 3, 1
Lisa Wong, 34, 5, 3, 4
Melanie King, 28, 4, 1, 5
Brent Camacho, 25, 4, 5, 5
John Parsons, 42, 5, 3, 2
Donald Cherry, 7, 4, 2, 2
Lance Parrish, 2, 2, 1, 4
Andrew Mclaughlin, 6, 5, 1, 3
Diana Martin, 16, 5, 4, 2
Diana Torres, 6, 5, 1, 2
Pamela Spears, 16, 5, 5, 5
Leslie Krause, 36, 3, 2, 2
April Thomas, 49, 4, 5, 1
Andrew Smith, 31, 4, 1, 3
Michael Lang, 50, 5, 2, 3
Amber Johnson, 35, 1, 1, 5
Jennifer Simpson, 27, 5, 3, 4
Andrew Bernard, 11, 1, 3, 3
Andrew Bond, 2, 5, 5, 5
Marissa Mcbride, 11, 5, 3, 2
Christine Leblanc, 26, 1, 3, 4
Mary Christian, 34, 5, 3, 4
Martha Hamilton, 33, 1, 3, 3
Linda Frederick, 16, 4, 2, 1
Maria Ruiz, 7, 5, 3, 5
Cynthia Ramos, 14, 3, 4, 4
James Espinoza, 1, 4, 3, 3
Mrs. Valerie Jones, 24, 1, 3, 4
Terrence Moyer, 10, 2, 4, 3
Steven Ortiz, 17, 1, 2, 4
Cory Harvey, 23, 5, 3, 3
Amy Patton DVM, 44, 5, 3, 1
Claudia Neal, 12, 2, 5, 2
Roberto Vargas, 50, 4, 5, 2
Bradley Carey, 33, 4, 4, 5
Brandon Campbell, 1, 4, 3, 5
Sara Woods, 18, 4, 4, 1
Rachel Davila, 43, 4, 5, 4
Micheal Kim, 28, 3, 2, 3
Ruth Ross, 22, 4, 1, 1
Mark Stevens, 19, 3, 3, 5
Paul Mccoy, 29, 4, 2, 1
Melanie Clark, 6, 4, 3, 3
Andrew Boyer, 12, 2, 2, 1
Tanya Hancock, 46, 2, 5, 5
David Fuller, 46, 1, 4, 2
Barbara Cook, 45, 2, 5, 4
Cassidy Oliver, 16, 4, 4, 4
John Smith, 7, 5, 1, 4
Kimberly Powers, 1, 1, 2, 2
Kendra Trujillo, 3, 4, 1, 1
Matthew Mills, 3, 5, 1, 2
Rebecca Valdez, 45, 1, 2, 5
Melanie Gonzalez, 14, 2, 4, 2
Thomas Richmond, 13, 2, 3, 5
Robert Lowe, 26, 3, 4, 3
James Bennett, 31, 1, 2, 2
Zachary Friedman, 26, 2, 4, 4
Terri James, 42, 5, 1, 3
Tamara Pearson, 18, 3, 5, 5
Yesenia Burns, 9, 4, 4, 3
Russell Carter, 47, 5, 5, 2
Donna Meza, 33, 2, 3, 3
Danielle Jordan, 31, 4, 2, 3
Ernest Smith, 32, 3, 1, 2
Diana Hughes, 30, 2, 2, 5
Brian Doyle, 42, 3, 1, 3
Carol Mercado, 49, 2, 5, 5
Taylor Gonzalez, 50, 1, 3, 3
Lisa Sawyer, 33, 2, 2, 2
Brendan Randolph, 49, 1, 2, 2
Olivia Jackson, 6, 5, 2, 1
Kara Garner, 12, 3, 2, 1
Jessica Weber, 38, 3, 1, 5
Sydney Duncan, 33, 2, 2, 2
Christopher Reynolds, 23, 1, 5, 2
Daniel Monroe, 31, 3, 4, 1
Denise Powell, 21, 3, 1, 3
Christina Adams DVM, 14, 1, 3, 4
Crystal Hodges, 14, 1, 2, 2
Dean Austin, 2, 5, 2, 3
Jessica Boone, 36, 4, 2, 1
Samantha Davis, 50, 4, 3, 5
Adam Wagner, 11, 5, 5, 1
Tamara Duncan, 46, 4, 5, 2
Justin Jenkins, 16, 1, 5, 1
Amy Anderson, 47, 5, 4, 2
Amy Brown, 22, 1, 5, 5
Nathan Graham, 25, 5, 3, 2
Mr. Marcus Hall, 35, 4, 2, 2
Melvin Bailey, 5, 4, 1, 1
Danielle Nunez, 47, 4, 3, 2
Margaret Chan, 37, 1, 4, 2
Patrick Martin, 47, 2, 3, 3
Ethan Brown, 22, 3, 3, 2
Jason Adams, 44, 3, 5, 2
Jillian Page, 10, 3, 5, 5
Andrea Owens, 8, 5, 5, 4
John Perez, 40, 1, 2, 5
Kenneth Rodriguez, 33, 2, 4, 4
Joshua Navarro, 43, 2, 4, 2
Mary Morgan, 5, 3, 5, 5
Matthew Fields, 17, 3, 5, 3
Robert Santos, 45, 5, 4, 4
Jessica Stone, 35, 2, 3, 4
Misty Saunders, 7, 3, 3, 4
Julie Lam, 24, 1, 4, 2
Rachel Kane, 17, 2, 1, 3
Charles Andrews, 9, 3, 5, 4
Nicholas Mendoza, 31, 4, 2, 1
Melissa Levy, 37, 5, 3, 2
Carol Thomas, 19, 1, 5, 5
Victor Peterson, 3, 4, 2, 2
Dr. Kevin Cummings, 47, 2, 2, 4
Charles Hughes, 18, 1, 5, 3
Brian Carlson, 39, 2, 5, 2
Christopher Butler, 48, 1, 1, 5
Sheila Cherry, 21, 3, 3, 1
Angela Cox, 20, 1, 2, 5
Rachel Pearson, 28, 3, 4, 4
Jeffrey Todd, 43, 5, 3, 2
Holly Fischer DDS, 3, 3, 2, 1
Jennifer Williams, 18, 5, 3, 4
Alexander Rice, 19, 5, 2, 3
Jacqueline Harrison, 27, 5, 4, 2
Robert Johnson, 23, 4, 5, 2
Eric Brown, 41, 3, 4, 3
Jeanette Rodriguez, 27, 2, 5, 1
Joseph Williams, 36, 1, 1, 3
Michael Torres, 6, 3, 3, 4
Angela Coleman, 20, 4, 2, 3
Christopher Perry, 10, 2, 5, 3
Dr. Maureen Murphy, 40, 1, 1, 4
Susan Chang, 41, 1, 1, 2
Albert Shepard, 31, 1, 5, 3
Bob Jackson, 23, 3, 5, 1
Kaitlyn Gonzales, 25, 3, 1, 1
Jennifer Mccarty, 33, 1, 5, 1
Debbie Brown, 50, 4, 5, 3
Bradley Martin, 2, 3, 4, 3
Kristina Rodriguez, 2, 3, 5, 1
Timothy Lewis, 17, 4, 4, 2
Cheyenne Jones, 44, 1, 4, 1
Virginia Cunningham, 25, 3, 2, 3
Linda Alvarez, 14, 1, 3, 1
Roger Holt, 48, 3, 1, 5
William Griffin, 47, 2, 2, 5
Caitlyn Mitchell, 4, 5, 2, 4
Russell Powell, 10, 4, 1, 2
Sydney Paul, 34, 5, 1, 1
Carla Lee, 11, 5, 4, 3
Kayla Blevins, 47, 2, 4, 3
Dr. Jeffrey Wallace, 45, 2, 5, 3
Barbara Sanchez, 6, 3, 5, 2
Jennifer Simmons, 1, 5, 1, 4
Joshua Rodriguez, 24, 5, 4, 2
Robert Smith, 38, 1, 5, 3
Daniel Rubio, 34, 2, 4, 4
Joseph Santiago, 32, 2, 4, 3
Bianca Sanchez, 41, 4, 4, 2
Christopher Mcintyre, 40, 2, 5, 5
Teresa Lewis, 21, 4, 1, 1
Darrell Lee, 9, 2, 4, 2
Tonya Anderson, 47, 1, 1, 5
Marilyn Porter, 12, 4, 1, 5
Timothy Brown, 21, 2, 2, 3
Lori Henry, 11, 4, 1, 2
Kevin Acevedo Jr., 10, 5, 5, 1
Eric Rivers, 17, 4, 3, 2
Andrew Alvarez, 12, 3, 4, 1
Kristin Thompson, 44, 5, 5, 2
Paul Forbes, 4, 4, 3, 5
Joel Ross, 40, 2, 4, 2
Victoria Wilson, 49, 3, 5, 3
Amanda Wolf, 11, 4, 4, 4
Noah Johnson, 17, 3, 3, 3
Nicole Torres, 22, 1, 1, 5
Dwayne Galvan, 45, 3, 4, 1
Austin Moore, 6, 4, 4, 1
Ivan Long, 39, 1, 3, 2
Timothy Jones, 47, 4, 3, 2
Thomas Harding, 43, 2, 1, 3
Monica Lee, 39, 3, 2, 1
Maria Carroll, 1, 5, 4, 1
Peter Hendricks, 29, 1, 3, 4
Joseph Benjamin, 44, 1, 5, 2
Kaitlin Martin, 9, 1, 2, 4
Jason Madden, 28, 5, 4, 5
Tara Miller, 43, 3, 4, 3
Andrew Ortiz, 27, 1, 3, 2
Vicki Campbell, 40, 3, 3, 2
Matthew Roth, 33, 2, 1, 1
Jesse Murphy, 14, 1, 3, 5
Joshua Bailey, 49, 2, 5, 5
Alice Wilkins, 28, 3, 4, 3
Steven Holloway, 32, 2, 3, 2
Lance Carson, 44, 3, 1, 4
Patricia Buchanan, 34, 3, 1, 2
Melissa Smith, 10, 3, 3, 5
Kathy Jordan, 42, 2, 5, 4
Adrienne Brown, 48, 3, 1, 1
Robert Harris, 8, 4, 1, 5
Phillip Smith, 15, 4, 5, 5
Timothy Baker, 14, 3, 1, 4
Charlotte Schwartz, 50, 2, 5, 1
Brent Cooper, 6, 1, 3, 2
Zachary Jones, 46, 3, 5, 5
Mark Hernandez, 20, 3, 2, 3
Thomas Glover, 13, 4, 4, 3
Stephanie Cox, 38, 1, 2, 5
Jared White, 40, 2, 1, 5
Dennis Hawkins, 24, 5, 4, 4
Brandi Frazier, 19, 1, 2, 1
Heather Thomas, 31, 4, 4, 4
Mary Smith, 33, 5, 2, 4
Kristine Stanley, 34, 4, 2, 4
Emily Morales DDS, 44, 4, 5, 3
Stephanie Ford, 19, 5, 3, 1
Brooke Wilson, 21, 3, 5, 4
Susan Hooper, 41, 2, 3, 3
Megan Johnson, 49, 3, 1, 5
Kathleen Taylor, 36, 3, 5, 3
Matthew Williams, 44, 2, 4, 3
Gerald Lewis, 17, 2, 5, 1
Manuel Espinoza, 11, 2, 1, 1
Alexis Johnson, 19, 3, 3, 4
Christopher Jones, 33, 3, 1, 3
Jennifer Weaver, 20, 3, 4, 1
Faith Young, 29, 4, 1, 1
Dana Castillo, 28, 1, 3, 2
James Thomas, 4, 5, 2, 1
Don Bartlett, 32, 4, 4, 4
Michelle Fernandez, 21, 3, 4, 5
John Brewer, 41, 5, 1, 3
Drew Moore, 30, 5, 4, 1
Maria Flowers, 26, 4, 2, 2
Jessica Jackson, 49, 5, 4, 2
Stacy Horton, 48, 4, 3, 3
William Coleman, 35, 1, 1, 4
Stuart Booker, 36, 5, 5, 4
Jacqueline Davila, 50, 1, 5, 1
Janet Harris, 47, 5, 2, 3
Darryl Kennedy, 44, 3, 5, 3
Darrell Martin, 44, 5, 2, 1
Kimberly Patterson, 40, 4, 4, 2
Brent Nelson, 16, 2, 1, 4
Thomas Reid, 27, 5, 1, 3
Tony Smith, 1, 1, 3, 2
Christopher Burns, 39, 4, 1, 5
David Olson, 31, 2, 1, 2
Christopher Rios, 19, 2, 1, 3
Jennifer Steele, 49, 5, 1, 2
Courtney Martinez, 24, 1, 5, 4
David Young, 16, 4, 1, 5
Vanessa Williams, 12, 2, 2, 4
Evelyn Meadows, 33, 2, 3, 3
Michael Dillon, 36, 5, 2, 1
Charles Ramirez, 12, 1, 4, 4
Justin Hansen, 13, 1, 5, 5
Jeremy Knight, 38, 2, 4, 3
Justin Walker, 16, 2, 5, 3
Melissa Morton, 43, 5, 4, 3
Benjamin Perez, 48, 4, 1, 4
Vanessa Wagner, 5, 2, 3, 5
Kaitlyn Griffin, 4, 5, 1, 3
Donald Parker, 32, 3, 1, 3
Dylan Porter, 8, 4, 1, 2
Robert Stevenson, 33, 4, 2, 3
Eric Morgan, 37, 2, 3, 2
David Williams, 17, 5, 3, 1
Douglas Tucker, 49, 4, 1, 1
Gregory Richardson, 46, 3, 5, 3
Mrs. Mary Martinez, 15, 3, 2, 5
James Ellis, 25, 1, 4, 2
Janet Smith, 39, 2, 3, 5
Samantha Robinson, 35, 4, 2, 3
Catherine Murphy, 39, 5, 2, 1
Paige Rodriguez, 33, 1, 3, 1
Christopher Henry, 23, 1, 4, 5
Renee Fox, 44, 5, 5, 4
Charles Nicholson, 13, 2, 2, 3
Scott Johnson, 5, 5, 3, 3
Brent Hart, 40, 3, 1, 5
Eric Brown, 29, 1, 2, 5
Tracy Caldwell, 40, 3, 4, 2
Tammy Smith, 9, 2, 1, 1
Dr. Kristy Lara, 19, 1, 5, 3
Michael Peck, 32, 4, 3, 3
Vincent Huber, 42, 5, 1, 5
James Stokes, 25, 3, 5, 2
Kenneth Davis, 50, 3, 5, 3
Jack Moreno, 14, 1, 1, 2
Kayla Morgan, 19, 5, 3, 2
David Huffman, 8, 5, 1, 1
Renee Phillips, 34, 4, 5, 3
Robert Hutchinson, 6, 3, 1, 5
Mr. Jason Clark DDS, 7, 1, 4, 2
Jonathan Montgomery, 28, 2, 3, 1
Donna Fuller, 26, 1, 2, 3
Christopher Wheeler, 10, 2, 1, 4
Allison Guerra, 13, 3, 4, 2
Angela Garcia, 44, 1, 1, 3
Christopher Powell, 28, 1, 5, 1
Tracy Bird, 32, 5, 4, 4
Michael Oliver, 32, 1, 5, 5
Kim Brown, 49, 3, 5, 3
Adam Villarreal, 5, 1, 5, 5
Dawn Reed, 8, 3, 4, 5
Bradley Hardin, 25, 3, 1, 2
Matthew Norton, 33, 4, 1, 5
Christian Cain, 44, 1, 3, 5
Debra Richardson, 23, 5, 1, 1
Kyle Graham, 50, 1, 4, 3
Marissa Henderson, 33, 3, 3, 2
Hayden King, 13, 3, 4, 1
Jay Butler, 5, 2, 5, 5
Sarah Turner, 41, 4, 3, 1
Susan King, 42, 2, 1, 3
Yolanda Wright, 37, 4, 4, 2
Debra Wolf, 46, 2, 5, 2
Robert Anthony, 2, 1, 5, 5
Pamela Larson, 37, 4, 1, 2
Anita Perkins, 12, 1, 2, 2
Michelle Henry, 6, 4, 5, 1
Gerald Johnston, 47, 2, 2, 4
Dustin Wilson, 15, 3, 1, 4
Jordan Taylor, 11, 1, 5, 4
Angela Johnson, 48, 2, 3, 2
Nicholas Scott, 49, 4, 2, 5
Renee Bruce, 3, 1, 1, 3
Adam Price II, 8, 5, 3, 5
Brandon Herring, 20, 3, 5, 2
Brittany Sims, 46, 5, 5, 5
Gary Barton, 46, 2, 3, 4
Michael Shaffer, 9, 5, 2, 2
James David, 31, 4, 2, 2
Gina Avila, 37, 4, 2, 5
Marcia Smith, 42, 5, 2, 3
Julia Haley, 42, 2, 1, 1
Cindy Spence, 1, 1, 4, 3
Chelsea Harris, 33, 1, 3, 1
John Williams, 39, 2, 1, 3
Brian Jones, 33, 1, 2, 3
Leslie Norris, 46, 2, 1, 2
Sheila Johnson, 30, 2, 4, 2
Marissa Barrera, 37, 5, 1, 1
Ronald Davis, 28, 5, 3, 2
Steven Rollins, 17, 2, 3, 1
Anthony Mitchell, 41, 4, 4, 2
Leslie Norris, 7, 4, 4, 5
Alexander Thornton, 16, 3, 3, 4
Casey Green, 2, 5, 4, 5
Carol Jones, 9, 1, 4, 3
Kimberly White, 5, 3, 3, 4
Lisa Bates, 21, 5, 1, 1
Ricky Velez, 34, 5, 5, 1
Jose Taylor, 50, 3, 3, 3
Sarah Dean, 16, 1, 4, 3
Corey Thomas, 32, 5, 2, 5
Jason Jackson, 14, 3, 5, 2
Anthony Schroeder, 8, 3, 5, 3
Neil Reid, 42, 5, 3, 4
Rhonda Saunders, 36, 2, 4, 3
Kelly Friedman, 7, 5, 1, 2
Annette Johnson, 43, 4, 2, 1
Katherine Hill, 17, 2, 3, 3
Joanne Trevino, 12, 5, 4, 3
Joel Glover, 3, 1, 3, 5
David Hubbard, 4, 1, 2, 2
Curtis Rodriguez, 35, 1, 2, 4
Jeffrey Rivera, 36, 4, 1, 3
Vanessa Obrien, 12, 2, 5, 5
Jordan Wilson, 43, 3, 5, 4
Collin Wagner, 8, 1, 1, 1
Kevin Garcia, 12, 4, 4, 1
Patrick Peterson, 25, 3, 3, 5
Christopher Blake, 8, 5, 1, 3
Diana Blackburn, 12, 1, 1, 3
Kelly Williams, 14, 3, 1, 1
Taylor Torres, 44, 4, 2, 3
Amy Morrow, 42, 4, 2, 5
Aaron Bryant, 30, 1, 2, 3
Trevor Schultz, 4, 5, 3, 3
Shane Woods, 26, 3, 1, 5
Amanda Wilkerson, 39, 3, 5, 5
Troy Nichols, 6, 3, 1, 3
Aaron Sheppard, 28, 4, 1, 1
Amy Keller, 47, 3, 3, 5
Sarah Cohen, 1, 3, 5, 1
Stephanie Woodard, 35, 5, 2, 4
Tony Craig, 45, 4, 2, 1
Anthony Camacho, 17, 4, 1, 3
Heidi Ross, 10, 3, 2, 2
Taylor Brown, 1, 5, 1, 5
Tammy Price, 2, 2, 4, 3
Elizabeth Fox, 42, 2, 5, 2
Robert Middleton, 42, 5, 2, 3
Curtis Gutierrez, 13, 1, 3, 1
Megan Herman, 5, 2, 2, 5
Kelly Mckenzie, 38, 2, 2, 5
Lee Browning, 1, 4, 2, 3
Jared Murphy, 38, 3, 1, 2
James Butler, 50, 5, 2, 3
Jacqueline Knight, 2, 5, 4, 1
Eric Martinez, 17, 1, 4, 4
Erica White, 27, 2, 1, 4
Vanessa Dickerson, 42, 5, 5, 4
Brian Robinson, 15, 4, 4, 1
Bobby Stout, 40, 3, 1, 3
Mitchell Zuniga, 40, 4, 2, 5
Erica Trevino, 38, 3, 5, 5
Michael Kirby, 27, 4, 5, 4
Carol Cole, 5, 1, 4, 5
Steven Davis, 4, 2, 5, 1
Elizabeth Stone, 19, 1, 5, 2
Kathryn Dennis, 36, 4, 2, 4
Jeffrey Johnson, 26, 1, 3, 1
Jeffrey Gardner, 40, 3, 2, 1
Calvin Stout, 39, 1, 2, 1
Charles Johnson, 49, 2, 5, 5
Christopher Martinez, 10, 1, 2, 2
Christopher Olson, 16, 1, 5, 1
Gregory Kelley, 32, 5, 5, 5
Paul Jones, 45, 2, 1, 3
Valerie Brown, 31, 5, 1, 2
Michael Shaw, 15, 4, 2, 5
Richard Becker, 20, 1, 4, 1
Diana Thompson, 6, 3, 3, 5
Alexandra Thomas, 46, 4, 2, 3
Susan Bailey, 35, 3, 2, 1
Dylan Potter, 39, 2, 5, 3
Brandi Johnson, 1, 3, 5, 3
Alejandro Carpenter, 11, 1, 1, 3
Christopher Mcfarland, 48, 2, 4, 3
Richard Fields, 17, 4, 4, 3
Mary Silva, 45, 2, 3, 2
Lori Good, 30, 4, 1, 1
Joanne King, 25, 3, 3, 3
Carlos Wang, 12, 2, 4, 5
Anthony Fitzgerald, 34, 2, 5, 2
Shane Green, 30, 4, 2, 3
Kayla Logan, 17, 3, 2, 3
